UTTERANCE,LABEL
triangle and square the bird um the house of the long chimney and then the four shapes,1
the bunny sitting down bunny standing the loch ness monster looking thing and then the abstract little animal it has a parallelogram for the tail,0
she was sitting down and then the one laying down,0
the first ones laying down then the second ones sitting or like you know on its hind legs,0
okay I got it,1
sailboat sea triangle pipe,1
snake with the two humps the turkey a x looking thing and then the seal,0
got it,1
the pokemon thing with the big ears the rabbit sitting down the animal on its hind legs then the x,0
got it,1
turkey bird with wings spread triangle bird and then the square,0
got it,0
squirrel really fat whale bird flying straight down pokemon,1
does your last one have a like triangle um in the bottom left corner,0
sorta like a ront leg that ends in a point,0
is the last one like the triangle as the head facing right or let,0
I guess let its the one that has like the long ears and the two pointy legs,0
point alpha,0
i got it,1
all right i got the rocket ship going down rocket ship going right the fox and then the last one,0
got it,1
Ive got the sombrero the speed boat the collection of shapes then the triangle,0
a man holding a triangle a person kneeling upside down a big triangle man and then the little triangle man with the legs spread,0
got it,1
speedboat palm tree with the leaves in the bottom left comb houseboat,1
got it,0
pipe a boat with square missing the rectangle looking thing with the triangle missing and then the comb,0
got it,1
bird flying down loch ness monster squirrel whale,0
got it,1
square uh bird with wings spread falcon and then the flamingo,0
got it,1
dog leaning over with the triangle guy with a leg coming out of the top woman in the dress holding a triangle then the arrow,0
got it,0
bird with wings spread upside down flamingo the seal and then the llama,1
got it,1
speedboat with a tall tower on the back same shape but its on its side um fat whale praying mantis or kangaroo,1
got the cliff with the shapes falling down the sailboat the construction sign lookin thing and then the seal,0
flamingo monster swan bird flying,0
got it,1
got the dog with the four legs heads on the right the abstract looking animal with the parallelogram as the tail and then the third one has the square on the left and a triangle on the bottom right and then the last one the dog looking thing its goin down,0
your last ones a square on the bottom your third one is kind of on its hind legs and the second one has the big square on the left,0
yeah the bottom one has the square on the bottom as the head and then the third one there is a big square on the left and then on the bottom right theres a triangle and then the second one there is a the heads on the squares on the left and the parallelogram is on the right,0
ok they both got squares on the left parallelograms on the right and triangles but one of them is bigger than the other one is your second or the third one the bigger one,0
the last one is the bigger one just read me yours and then Ill go from there,0
last one is in the third one you mean is the bigger one,1
the last one is like the second one but its like alright Im gonna start over okay I got the the big dog with the four legs squares on the right as the head and then the second one its on its hind legs parallelogram as the tail on the right and then the the third one it has a square on the left and then a triangle on them like the bottom right hand corner and then the last one its going like downward,0
ok I think I got it,0
fat whale speedboat with a tower rabbit arrow pointing down,0
could you read that again I got a query,0
yeah no problem its the fat whale it takes up all the space the speedboat with like the tower in the back the rabbit laying down then the arrow pointing down,0
got it,1
I got the big triangle bird bird with no legs upside down and in the bird spreading its wings and then the abstract one,0
got it,1
um rectangle with a point up to the left in the triangle missing then the houseboat then an upside down sailboat,0
got it,1
got the square on the right stuff coming out of it the windmill the sailboat and then the boat with the square missing,0
got it,1
I got a sideways sailboat the airforce symbol upside down sailboat and then the house,0
got it,1
my first one is the is the dog and he  has his head at the very bottom then I have the weird looking dog with two triangle feet for his hind legs and just one in front and he has a long tail then I have the x looking shape and on my last one is the dog with the square snout or square nose,0
got it,1
I got the boat with the square in the middle its taken out of it then the upside down sailboat the upside down windmill and then the string of triangles,1
I got the giant nine or the semi colon upside down windmill the iron and the upside down mountain,0
got it,1
i got the big square with another take taken with like going on the end of it the second one is a rectangle with shapes all around it third one is the fox and the last one is the abstract looking when theres a triangle on the bottom right hand corner,0
was the last one kind out like a square head,0
yeah,1
got it,1
my first one in the flamingo then the road runner then a duck with two feet and the x looking shape,1
got it,0
I got the upside down duck raptor the square I mean the looking thing and then the flamingo,0
got it,1
okay my first one is a squirrel then the fish then the arrow facing down in a weird looking dog with a rectangle head,0
got it,1
I got the swan the raptor the upside down duck and then the turkey,0
got it,1
first one is a dog in the laying down bunny when a dog it looks like is barking and then the wheel,0
got it,1
I got the arrow the sideways sailboat the birthday cake and then the normal sailboat,0
got it,1
upside down mountain the triangle in the square then a triangle with the m cut out in the middle and the top hat is last,0
got it,1
my first one is the avalanche then the triangle in the square then the t and then the sailboat,0
got it,1
got the triangle speed speedboat the sword and then the sideways sailboat,0
got it,1
i got the square with all the shapes coming out of it the construction sign looking thing the third one is the end with the two triangles missing and then the last one is in the house,1
got it,0
first went to the upside down road runner then the upside down duck with two feet then the turkey and a rooster,1
you got the sideways duck the square looking thing with the shapes coming out the raptor and then the turkey,0
got it,1
my first one is the upside down man and hes holding a triangle my second is a weird looking shape has a diamond on the left in a triangle at the bottom of it then my third as shark man and then my last one has the same shape as a second one with a diamond is at the top and the triangles on the left,0
got it,1
got the apple the triangle with the rectangle taken out of it the boat and then the parallelogram,1
got it,0
the first one is the cat on his hind legs and a bunny laying down the turtle and an abstract looking shape,1
got it,1
I got the normal dog standing up and then the second one the same dog but it sideways and then the arrow pointing up and then the last one looks kind of looks like a dog with a square as the nose,0
got it,1
ok my first one is the big look in the big blob kind of looks like a barn if you had to less than half the slope or the ramp my third is the letter b now my last one is to boat,0
got it,1
first one kinda looks like a sideways llama the second one has is the fox but it has like spots in it and then the third one is the fox on its four legs and then the last one and its a dog with the square,0
got it,1
first one has to having been the point in a shape with a pointed top the boat and then a vase,1
my first one is the arrow pointing to the left second one is the man walking but its sideways third one is the person like holding a triangle sideways and the last one the guys like kicking,1
first one is a triangle body bird then the vulture upside down duck with two feet and then the snake,0
got it,1
first one is the sailboat the second one is the sideways kind of looking sailboat and the third one is the line of rectangles and then the last one is the barn,0
got it,1
first one is the oversize villain coming oversize road runner my second as the abstract shape now my third is upside down boat and my last one is a turkey,0
got it,0
the first one is a woman dancing the second one looks like a zoomed in picture of somebody kneeling and then the third one is a person sideways holding a triangle and then the last one is the triangle body running,0
got it,1
my first one the one with the square at the top and then the stuff coming out the bottom then that sideways sailboat with two sails on my right then the upside down boat and this I was so boat with three sails on the,0
got it,1
first one I have the the vulture but its the head of it is left and then that the second one the same but its bigger and the heads on the right third one is the swan and then the last one is upside down boat,0
got it,1
first one first one is the turkey then the upside down flamingo sideways flamingo and then snake,0
first one is the shark second one is the fox third one is the square the last one is the bird kind of going down,0
what was your first andsecond again,0
the first was the shark and then the second was the fox,0
got it,0
I got the giraffe looking thing the square the llama and then the dog with the square snout,0
got it,1
got it,1
I have the person like running but their heads and the top like connected to the top right hand corner then the lady in the dress thats sideways and then the lady in the dress whos holding a triangle and then like bird thing of some sort,0
yep,1
I got the dog with the square snout again its going down the other animal with it on its one leg and then the third one is an animal it has two triangles as legs and then the last ones the rocket ship,0
ok I think I got it,1
okay I have the boat with three sails then the arrow then the um thing of triangles facing to the right or to left and the like looks like the chase emblem it has a triangle over top of it,0
gotcha,1
yeah thats the first one,0
okay I think I got it,1
I got the uh upside down sailboat the sideways sailboat the house with the steps going up and then the nine,0
got it,1
i have the tree then the boat then the upside down boat and then the like rectangle thats missing two corners,0
yep,1
ok so I got the seal the falcon the raptor but its going up and then the last ones the same raptor but its going left,0
got it,1
uh your first one did you say it has like does it have like a triangle as the head and then the last one has like a square as the head,0
yeah I just switched them so now theyre like that,0
alright got it,1
I have the turkey then the snake then the x then the swan,0
yep,1
got the dog the stingray then the squirrel and then the whale the squirrel has the triangle head,0
okay I got it,1
yep,1
got the bunny the blob and then the snake and then the weird animal with its got parallelogram as its tail,0
I have the home plate then the arrow pointing to the left then the ramp and then the like cat head,0
yep,1
I have the cliff and then the boat thats the right side up-- the cliff and the boat thats right side up and the boat thats on its side and then the vase,0
yep,0
a person with both its arm out person throwing a blanket and then the person like running,1
i have this i guess people call it a shark with the square then the upside down boat then the sideways boat then the house with the steps,1
I got the sailboat the pipe the apple and then the other boat,0
is the boat the top one on its side and the bottom one right way,0
yep,1
gotcha,1
so I got the the square blob the camel a rocket ship going down and then the tree looking thing going down,0
got it,1
ok I have the x then the snake ow then the turkey and then the oh okay so the top one is a big turkey the third one is the big turkey and then the bottom one is smaller one and its flying downward,1
um alright so Im going to repeat mine real quick I sorry I was getting stuff so I got the x and then the big turkey and then the snake and then the little turkey,0
got it,0
k i have the camel then the fish then the snake then the arrow pointing down,0
yep,1
I got the loch ness monster upside down flamingo the upside down snake and then the duck,0
got it,1
yep,0
I have the arrow up and down then the boat then the like air force symbol and then the m,0
gotcha,1
got it,1
okay first one I got the kind of air force symbol the second one the sailboat upside down third one is the chimney in the house and then the last one a parallelogram with the two triangles on it,0
got it,1
okay my first one is the weird looking dog with the square nose my next one is the dog facing  down in my lap my my third one is the x and then my last one is the squirrel,1
got it,1
the first one is the boat with the square taken out of it the second one is the sailboat third one is upside down windmill the last one is the string of triangles,1
our first one is the nine or the giant semi colon the second is the iron third is upside down mountain and my last one is the upside down windmill,1
first one is the animal lookin thing looks like a rectangle and now has all the shapes coming out of it and then the second one has a square in the top left corner and then the bottom the bottom right corner there is a triangle and then the third one is the fox the last ones that big blob in like a square coming out of it,1
yeah,0
my first one is the sideways sideways duck with two feet my second has the x my third is the road runner looking bird and the last one is as a flamingo,1
alright I got it,1
the first one is the upside down duck with no feet then the bird with its wings spread far apart my third is the x in my last one is a flamingo,0
okay got it,1
my first one is the shark second one and there theres a triangle in the bottom left hand corner third one is the arrow pointing down and the last one kind of looks like a dog without a head and it has like a really long neck,0
first one is the upside down swan then the bird with its wings spread apart upside down duck and then the turkey turkey going down,1
got it,0
the first one the dog second ones the bunny third one it has like two triangles as the feet last ones the whale,1
k my my first one is a giant arrow facing right then the trapezoid with the two triangles or the sailboat then my second my third is the sideways birthday cake and my last one is the bigger sailboat,1
got it,0
first one is the upside down mountain second one is the triangle and square third one is the mountain with the two triangles cut out and the last ones the square with the stuff coming out of it,1
got it,1
my first one is the giant t my second is the sailboat my third is the avalanche and the last one is a triangle in the square,0
got it,1
first one is the sword looking thing second one is a triangle third one is the boat and then the last one is the sailboat its like going down,0
got it,1
I have the giant lookin arrow or the signs you see on the highway facing right then I have the square with the junk on the left then I have the triangle with the two triangles cut out the bottom and then the house with the chimney,1
first one is the roadrunner upside down second one is the duck upside down third one is the turkey and the last one is the llama looking one with the square taken out of the middle,1
got it,1
hold on,0
my first one is the sideways duck with no feet my next one is the giant x then the bird with its wings spread far apart and then the oversize turkey and a little like its flying up to the upper left,1
got it,1
first one the zoomed in man upside down holding the triangle second one the lady shes like sideways though and then the third one is just like the second one but shes standing up and then the last one the guys like falling,0
think I got it,1
uh first one is the apple second one is the trapezoid or diamond looking thing the third one is the boat and then the last one is the triangle with the rectangles taken out of,0
got it,0
first one is the turtle and then the cat on his hind legs then the bunny laying down and then the weird looking shape,0
got it,1
first one is the dog going down and then the second one is the animal looking thing with the parallelogram as its tail and the third one is like the first one but bigger and its facing up or its like standing and then the last one is the arrow,1
got it,0
my first one is the bigger I mean looks like a barn if you turn your head to the left my second is the giant boat my third is a slope and then my last one kind of looks like a giant bee,0
got it,1
my first one is the dog its on the right the second one is the fox third one is the llama and the fourth one is the fox but it has the dots in it,0
got it,1
my first one is the half a christmas tree then the giant boat my third is the kind of looks like an iceberg with the point at the very top thenmy last one is a giant vase,1
what was the second one you said,0
the first is the half a half a christmas tree and then my second is the giant boat,0
all right i got it,0
first one is the sideways man holding a triangle second one is the man walking third one is the man like kicking and then the last one it has an arrow left corner,0
got it,1
got it,1
my first one is like the little or that line like connecting rectangles and then the second one is the sailboat with the extra triangle the third one is the the just like a one single sailboat sideways and then the last ones just like that blob,0
got it,1
my first one is the giant upside down boat my second is a giant bird and his head is in the bottom left and his tail is in the upper left my next one is the abstract lookin bird my last one is the turkey and his head is in the bottom left,0
got it,1
my first one is the lady in the dress with the arms up my second looks like someones knee or that looks like theyre praying my third is the rectangle body guy and then my last one is the triangle body,0
got it,0
I got the upside down windmill the sailboat the rectangle line and then the pipe,1
got it,0
first one is the seal the upside down flamingo in shape for the head at the bottom then the letter x,1
first one I got the triangle body its sideways and then the second ones other triangle body upside down and the third one its upside down person with like what their arms out and the last ones hes like doing a flip,1
got it,0
first one is the crab then I have the boat with the two seals the yacht and an apple,1
the first ones the arrow going down with the triangle on top and then the second one is the dog but it has a square diamond kind of snout and then the third one is the animal looking thing but its got like pointy legs and then the last ones the other arrow with the square on the top,1
my first one is the squirrel then I have the rocket ship going to the right the turtle and then a dog with the square snout,1
my first one is the avalanche second one is the tree third one is the air force symbol in the last ones the house,1
got it,0
upside down flamingo the turkey upside down road runner then the upside down vulture,1
my first one is the Eiffel Tower the second one is the nine third one is the picture frame and the last ones the sailboat,1
first one is the duck then I have the bird with its wings spread apart the vulture and then the swan,1
my first one is the turkey going down the second one is upside down turkey third one in the llama and then the last ones the falcon,0
got it,1
did you get that the turkey going down the upside down turkey and the llama and then the falcon,0
yeah I think the the buttons stuck,0
here we go the first one is the first one is the iron the upside down candle the tetris shape or the line of rectangles and then the Eiffel Tower,0
got it,1
my first one is the squirrel looking one its got the triangle as the head and the and the tail its got like a square second one is the one animal looking thing with the two triangle legs and then the third one is the dog and then the fourth one is the dog but its got like a square head and um like just one triangle on the left,0
got it,1
first one is the man laying down then the lady in her dress with the arms up the upside down man with the long sleeves and then the lady in the dress with no arms,1
first one is the fetal position man the second one is the kid running up third one is the sideways running person and the last one is the dog,0
got it,1
my first one is the six sided diamond then the bridge then the trapezoid and then the sailboat with the two sails on the right,0
got it,1
did you get that,0
my first one is the six sided diamond second is the bridge third is the trapezoid and then my last one is the sailboat on its side with two sails on the right,1
I got it sorry might the button was stuck,1
alright for the first one its the speedboat second one is the crab third one is the triangle with the I mean the rectangle the triangle out and the last one is the arrow,0
got it,1
I first one is the hold on,0
alright my first one is the sailboat next one is the vase then the upside down candle and then the house with the chimney,0
got it,1
the first one is the arrow going down second one the arrows going to the left third one the guys kicking to the right and then my last one he hes kicking up,0
got it,0
first one is the upside down windmill then the spool or the thumb tack then the house with the steps going up to the to the front and then a sailboat,1
got it,1
my first one is the house with the rectangle out of it its got a arrow for a chimney going up second one is a house but it sideways and third one is just like the second one but its upright and the last ones the sailboat,0
got it,1
first one is the windmill then i the house with a long chimney the upside down sailboat then the double sided arrow going up and down,1
first one is the factory then i have the person kneeling upside down and reading a book then i have the rectangle body holding a triangle and then the fetal position,0
got it,1
my first one is the zoomed in lady with the dress second one is a sideways girl in the dress with their arms up third ones a dog and then the last one uh kind of looks like a person kneeling,0
got it,1
yah go ahead,0
I got it,1
okay my top one is the fox like with his head at the top my second one is like the arrow pointing up my third one kind of looks like a boat its like flat on the bottom and then it has like I dont know it kinda looks like a boat then the last one is just like it kinda looks like has like a diamond like tail but its in the top left hand corner and then like almost like the fox head but its bigger and its only half and its in the bottom right hand corner,0
got it,1
my first one is the giant bird and it kind of has like a triangle looking thing at the top my second one is a giant turkey my third is a smaller turkey with his head facing upwards my last one is upside down bird,0
got it,1
I got it,0
got it,1
Im pretty sure i got it,1
got it,1
I got it,1
ok my top one looks like a llama then my second ones a kangaroo the third one is the like a rabbit and in my last one it kinda lookslike that pokemon that has wings and it looks like a horse,0
I think I got,1
ok my first one is the abstract shapes it has a square cut out in the very middle my next one is the arrow facing left my third is the bridge and then my last one is it looks like a giant barn but it has a big square cut out of the middle,1
okay I got,1
got it,1
did you press done,1
we got it my first one is the looks like the shark my next one is a a weird shape but it kind of has an arrow facing down my next one is the two triangles with a diamond at the very top and my last one is a dog,0
got it,1
okay my top one kinda looks like a squirrel my second one looks like a llama my third ones the arrow facing down and my fourth ones like the whale,0
got it,1
okay my first one is the guy with a giant well hes the giant guy and it kinda looks like he has a upside down triangle in his hands my second is a drag racer my third is the person in the fetal position and the last one was the little kid running ,0
okay I got it,1
okay I think I got it,1
got it,1
okay first one is the smaller turkey my next one is the one that looks like an x my third is the giant bird with the triangle back and in my last one is upside down bird,0
okay what was your first one,1
my first one is the um the smaller bird or the turkey with his head facing up my next one is the x my third is the giant bird with a triangle back then my last one is upside down bird,1
I got it,1
okay my top ones sailboat on its side the second one is a triangle my third one is like sailboat and its like sails are pointing outward and then my last one kinda looks like a crab,0
got it,1
got it,1
got it,1
okay my first one is the the one with the square missing from the middle my next one is the apple my missing from the middle and then my last one has the same shape as the first one but its turned to the left,0
okay got it,1
can you hear me,0
yeah I can hear you,1
ok my first one is the upside down flamingo and then the upside down vulture and then um theres this kind of funny shape and and and what looks kind of like a turkey,0
okay yeah I got it,1
alright my first run is a tree and then some sort of like house with a chimney and then um a birthday cake and then the upside down windmill,0
my button keeps sticking so I couldnt talk but I got it,1
okay I have a person in like the fetal position and then uh someone running like a walking like upside down their heads in like closer to the bottom right hand corner and then the person with like the triangle in their hands and then some shape I have no clue,0
okay I got it,0
okay my top one is like the upside down flamingo and then my second one is like almost looks like like a crane kinda like a flamingo but like it has more of a like point fat like square body and then the duck and then hang on a second,1
and then my bottom one is kind of like I dont know just the shape and has a flat top on it,0
ok um the top one is like the beak pointing left and then the second one the beak is like pointing up,0
well I accidentally pressed done but yeah ok so my top one its like the beak is like the like the like flat part of the triangle is on the top and then on the second one its like a ninety degree angle like the corner is in the left hand and then like flat part of the triangles like if you drew a line it would be closer to the top right hand corner,1
okay I got,1
okay my first one looks like a  guy kind of walking um and he has this like huge triangle body and then my second one is the guy running upside down and then theres the guy with the square body and then just a funny shape,1
okay I got it,1
okay so my top one kind of looks like like a boat like just a normal boat and then my second thing is like a big c and then my third one is like a sailboat has like two triangles in the middle of it and then my fourth one I kind of looks like mountains it has a tunnel in the middle but its like on its side,0
ok I got it,0
ok my first one looks kind of like a boat with something coming out of it um and my second one is the bridge and then the c and then the pipe,1
I got it,0
I mean my top one is a person like running upside down a second one a person running like upward and they have a huge triangle body I mean my top one is a person running upside down and then my second one is the person running like upward and have a really big triangle body and then my third one is a person just like running normal like normal ways like their heads at the top their feet are at the bottom and then my last ones like I dont know just the shape with the square at the bottom,1
okay got it,1
okay my first ones the letter b and then um a square with like two slices cut off and then my third one looks kind of like a boat and with a couple of sails on it and then the fourth one is the tree,1
I got it,0
I got it,1
my top ones the like duck with no feet its just like floating my second one is like the target is flying like downward my third one it is a bird it kind of looks like the roadrunner but its like big and has a triangle on the bottom and its heads oh hang on,1
its like feet are you kidding me its feet are at the bottom in its beak in the left hand corner and then this last one is the same bird but its like turned sideways and its head in the bottom left hand corner and its feet are on the right side,0
okay I got it,1
okay so my top one is like the top hat looking thing my second one is the hammer my third one is like the windmill on the side and then other ones like avalanche is like falling but its turned sideways,0
got it,1
ok my first one looks almost like a monk or something like holding something and then the second one is the drag racer rotated to the left and then the guy doing the front flip and then the guy holding a martini,0
is your top one like the really big one and then the like last ones like the smaller guy,1
yeah,0
okay I got it,0
k my top one is like the how or kind of like the mountains with the bridge going through it my second one is the like iphone apple and then my third one is the tree and then my fourth one is like the regular apple kind of looks like the heart,1
got it,0
ok my first ones the vase and then the tree and the letter b and then the sailboat,1
I got it,0
okay my top one is the like upside down rooster and then the flying bird okay its upside down rooster in the flying bird and then the duck like the duck with the feet like walking and then the snake,0
got it,1
okay I have like the flying bird thats upside down and then the upside down flamingo and then the dinosaur and then the turkey,0
can you repeat those,0
the first one is the flying bird um with its head um down and I like two triangle wings and then the second one is the flamingo and then the raptor dinosaur and then the turkey,0
ok I got it,1
okay my first one is the barn and then like the butterfly or letter x and then the yacht and then the palm tree,1
okay I got it,1
okay my top one is like flying bird it has the two triangles oh okay so its the wings are closer to the left hand side and its like flying up and then my and then the second one is the like upside down like a vulture and the third one is the same as the first one but its like flying downward now and its like tail hold on,0
no okay so the the like tail triangles closer to the top right hand corner and then the last one is like the swan is upside down,1
I got it,0
did you press done,0
okay my first one is the person in the fetal position and then the person on the slip and slide then the person is upside down with a triangle in their hand then the like little kid,0
got it,1
okay i have the vulture than the flying bird with a triangle wings and then the um the other flying bird thats rotated to the left and then the turkey,1
okay i think i got it,1
okay my first one is the like uh houseboat then the upside down mountain then the eiffel tower then the boat with the two triangles,1
got it,1
okay i have the turkey then the x then the pyramid bird thing and then the upside down dinosaur,0
got it,1
i have the boat with the two triangles then the triangle itself oh okay so my top boat its like up and down and two triangles are facing up and then i have a triangle and then my third one the boat thats like the right way and theres like a big triangle and a little one and like crab,0
got it,1
okay i have the house with the chimney this sideways face the upright boat and the upside down boat,0
got it,1
i have the palm tree that comes from the top left hand corner then the palm tree that comes from the bottom left hand corner then the boat the speedboat and then the like triangle or square rectangle thing,0
got it,1
okay i have the big turkey the little turkey the sideways flamingo and the flying bird,0
got it,1
well i have the bridge like the yeah the bridge with the two things missing out of it then the mountains that like have a tunnel through it but theyre like facing the right way and then the second one is the same and i have my third is the mountain with the tunnel going through it but its flipped on its side and then uh iphone apple,0
got it,1
okay i have like the strange animal the cat head and then the dog with the square tail the bunny and the mouse,0
i dont see a mouse nor oh i guess in cases like that looks like a squirrel but is a mouse i dont know which one youre talking about for the cat head,1
um its the one with like two pointy feet that are like facing the left and then like there is it like it has two cat ears sort of upside down,0
i got it now,1
okay my top one is the arrow pointing aw what pointing backwards and then the iron and then the trees and the upside down windmill,0
got it,1
got it,1
