UTTERANCE,LABEL
alrighty um I dont know a name yet I was thinking Rob but well stew on that for a little bit rubber ducky a flamingo Natalie Larry,1
well think about rob but uh I gotcha,1
all right a batman mask handkerchief chris triangle oddie dude,1
got it,0
speed boat Jack triangle the sailboat upside down,0
got it,1
okay I got the waiter trying our arrowhead man triangle body dude and then batman mask,0
got it,1
I have dog running down I have space spaceship I have Batman and I have fish swimming downward,1
got it,0
ok I got the boat on the sea going through a bridge with a parallelogram,0
got it ,1
I have jewel or ruby then I have a ramp I have letter b I have a palm tree,0
got it,1
all right i got the punter the uh little splits in the air dress batman,0
got it,1
i have a triangle diamond a weird shape avalanche seal the second one is one is the one with the triangle sticking on the left side,1
alright so first I have the sailboat thats not upside down its to the side and then I have the upside down sailboat and then I have the house and then I have the shapes like a foot print,1
got it,1
got it,0
ok so I have the upside down sailboat the all the triangles and then the really weird shape,1
got it,0
I got tea kettle upside down windmill iron and upside down mountain,1
got it,0
ok so I got the like fox and then the baseball diamond and then I think someone described this as a whale it has the square on the left hand side and then a whole bunch of shapes to the right and then I have the rhombus to the right hand side then a whole bunch of shapes to the left,1
I got it,0
a flamingo a ostrich duck with two feet and the ninja star,1
I have duck with no feet ninja star flamingo random shapes,1
I think I got it,1
okay so I have the fish and then the shark and then the I dont know how to describe these last ones one has like a just a triangle at the very butt of it and then one has like a whole bunch of blocky shapes the last one looks more blocky than the second to last one,1
I think I got it,0
I got upside down rubber ducky a flying bird with a beak facing downward another flying bird with two big triangles for wings and then an upside down swan,0
got it,1
ok so I have the bunny laying down then the rabbit running down it looks like an upside down whale and then the I guess it looks like kind of a dog,0
got it,1
I got a birthday cake sailboat an arrow and a smaller sailboat sideways,0
got it,1
ok I have the upside down mountain the triangle and square then the big triangle with missing pieces and then the last one,1
got it,1
okay I have the upside down candle rocket ship sailboat then the triangle and square and then the triangle with the whole bunch of shapes,1
got it,1
a palm tree triangle looks like a speedboat and then a sailboat,0
got it,1
got it,1
alright I got a upside down god I cant think of it now a ostrich oh my god a upside down duck with two feet flying bird flying downward and then a rooster,1
got it,1
okay so I got the duck with no feet the ninja stars the bird flying with the solid wing and then the last one has two triangles to the sides,1
did you get that,1
alrighty an upside down guy holding a triangle with a diamond as a head oh god and the third one is the actual person with triangle arms running downward and the fourth one looks I even know its got a big triangle hold on,1
well theyre the same image so which one is like sitting on the right and which one sitting on the bottom,0
the fourth one is the one thats the kind of upward with the trial the diamond at the very top and the triangle to the left if that helps,0
yep I got it,1
all right so i got the apple the triangle the boat and then the shape,1
got a cat standing up facing downward bunny laying down a turtle and that weird shape,0
got it,1
okay so I got the rabbit running down a rabbit running to the left the arrow pointing up and then the weird shape,1
a I got the huge shape its got a trapezoid and a rectangle smushed together a ramp a weirdly shaped letter B in a way and then a steamboat it looks like,1
yeah I got it,1
okay so I got the llama or alpaca then the laying down fox the standing up fox and then the weird shape,0
I had a query sorry say that one more time,0
I have the llama or the alpaca then the laying down fox then the standing up fox and then the weird shape,0
got it,1
yeah I got that,1
okay so i have the triangle are the arrowhead guy then the kicking football guy then the book reading guy and then the last guy,0
got it,1
right the first one um its got like a triangle I dont even know its the big one bigger bird out of all of them and then the crow and then the upside down duck with two feet and the loch ness monster,0
got it,1
okay I have the chair missing the leg the rhombus and trapezoid the the effed up looking sailboat and then the just shape giant blob,1
got it,0
I got a almost an ostrich looking bird with his feet as a triangle as one triangle of why looking back flamingo the second one upside down a weirdly shaped loch ness monster upside down and then a flying bird going with his head facing the bottom left corner,0
got it,1
got it,1
ok,0
all right i got the lady in a dress arrowhead splits in the air and then big triangle body dude,0
got it,1
I got Natalie Portman I got a hummingbird I got flamingo,0
could you repeat that again sorry,0
I got natalie portman hummingbird flamingo flying bird ,0
got you on that one,1
got it,1
okay {BR},1
got it,1
I got a house sailboat hot soup symbol russian dude,1
scott it,0
got it,1
ok ok,0
got it,1
I got crabs I got batman I got seal I got rubber ducky,0
all right,0
got it,0
you should try to describe the white spaces on this one,1
got it,1
I got hot soup I got chevron I got boot I got tree,0
yep,0
all right i got a whole bunch of birds the first bird looks like a bird the next bird doesnt quite look like a bird after that this bird is just like a birdie im just playing all right so the first bird is the one flying to the left and then the next one is an upside down rooster and then the next one is a flamingo and then the last one is a big bird,0
got it,1
I have all of those in the corresponding positions,1
okay okay okay I got the chevron I got the tea kettle looks like its calling the pot black which you know pretty mean and then I have a couple of sailboats the first sailboat has superimposed sails and the last sailboat has three separate sails,0
does the last one have like three kind of individual sails that can not like really connecting as much as the other one,1
I got a turkey looking thing Hayley wait until Im done talking to give them to me Jesus seal and then I got raptor fat raptor then I got a flamingo,1
got it,1
I got weird looking dog facing downward I got chipmunk I got fish I got spotted fox,1
got it,1
I got crow Loch Ness monster flamingo hummingbird,1
yes sir,0
ok i got weird dog tail man uh the loser sliding on his stomach going up and then the triangle body guy and then its the weird dog guy on the side,0
got it,1
wait is the uh last guy running upward,0
correctomundo,0
so k dose k,1
yeah ok I get the eraser the triangle the toothed thing and then the jewel,0
got it,1
I got that meow,1
got it,1
I got the woman holding the handkerchief I had the more clear guy standing on one foot and then I had a little fuzzier dude standing on one foot and then I have chris,0
okay,1
got it,1
alright I got iron hoof hot soup letter e slash desk,0
ok,0
alright I got the ninja star batman swimming seal and upside down rubber ducky,1
got it,1
all right so i got the uh the boat is the first one and then the crab looking thing is the next one and then its the square with a trapezoid on it and then its the diamond with a couple of triangles,0
got it,1
I got speedboat uh weirdly shaped rectangle pipe and then cave,0
yep,1
all right so i got the rocket ship then the dog running to the left the dog running down and then the oddly shaped triangle feet thing,0
kind of looks like a goat got it,1
alright I got the hot bowl sign like a hot cup of soup and then arrow and then a house with a staircase leading up to it and then a tree,0
yep got it,1
I got the flying bird the smaller one and then its the bigger flying bird and then its the rooster then the flamingo,1
first two again sorry I had a query,0
its the smaller flying bird and then the bigger flying bird,0
alright got it,1
I got a pot a rhombus a weirdly shaped rectangle and then a speedboat,0
got it,0
we got the chevron or an arrow and then we got the teapot and then the boat with the connected sails and then the boat on the side with the unconnected sails,0
got it,1
I got a bird with a large hump on it seal ostrich with triangles for feet and then upside down flamingo,1
yup,0
all right i got a upside down guy with splits big triangle body dude upside down arrowhead and then uh shape,1
I got it,0
alright I got uh that thing you call I forget what its called the dog with this schnauzer I think it was I dont remember but the and then a fish and then a fox laying down,0
okay,1
I dont know whats up with that one I think I fucked it up um weve got the arrowhead the triangle body guy the triangle armed guy running down and then the very large awkward shape,0
got it,0
I got upside down crow loch ness monster flamingo and then hummingbird,1
could you say those again for me please,0
I got upside down crow loch ness monster flamingo and then hummingbird,0
I got it,1
got it,1
I got the bong I got the ramp I got the bridge and then I got the rectangle missing corner,0
okay,1
all right i have the hexagon and then the triangle that has two squares missing and half christmas tree than the diamond with the triangles on it,0
got it,1
all right i got a three legged dog looks like or like it or whatever a bear on animals standing on one leg and then a cat perched up with no arms or tail ,0
got it,1
yeah okay I got the rabbit then the dog running to the left and then the dog with the huge tail and then the fox laying down,0
I got ,1
alright um this one weird weird shape guy diamond on top and then a triangle to the left and then a person standing on one foot holding a triangle a third one is a person holding a triangle but its a little bit a little bit more distorted than the other one and the last one is Chris,1
that is Chris holy balls but yeah you say the second one is the fuzzier one,0
uh no the third ones the fuzzier one,0
yeah yeah yeah yeah yeah yeah yeah yeah,0
I pressed done,0
me too,1
all right so i got the arrow and then the house with the the door missing and then we got the boat with triangles next to it and then the last one is a boot you described it as a house with uh stairs earlier but i like to think of it as a boot,0
yeah I could see like an ugg like a crappy made ugg okay I got it,1
I got an iron footprint a hot soup and then the letter e or a desk,0
no soup for you but yeah i got all this,1
okay weve got the triangle with the missing doors the boat the key and then the block,0
got it,1
I got the weird shaped flying animal the two triangles upside down ostrich batman swimming upside down and then the ninja star,1
got it,1
okay I got batman swimmin seal ninja star flying bird,0
oh the,0
i got a cat with no tail perched and then I got a dog with a diamond furred tail and then I got a weird shape and then I got Batman swimming,1
give me one second,0
okay does your third shape kind of look like a plane or a whale,0
yeah I can see a plane definitely yeah,0
okay I got it,0
okay I got the the the boat with one triangle in the middle the boat with two sails the cave with no tri- it looks like just a giant arc and then last one has like a perfect square missing,1
I like to think of the third one as the letter c but you got it,0
yeah that does look like a c,1
got a person standing on one leg holding a triangle I got a person running with a triangle body a person with the arrows of the head upside down and then a person holding a triangle upside down,1
got it,0
alright I got the uh ninja star crab the upside down spaceship oh wait theres two ninja star crabs okay so the first ninja star crab has the like really crooked leg it almost looks like an arrow ish to the right upper corner and then the next picture this is the next one in the sequence allows the first one the next one will be the exact opposite of that one its the the crooked leg that almost looks like an arrow is in the upper left hand corner and then its the spaceship and then the kangaroo,0
got it,1
I got a person kicking a football I got a person upside down with an arrow as a head a person with one leg holding a triangle and a lady in a dress,1
I got the fish and then this schnauzer and then the ram and then the other schnauzer but the nose is to the left in the last one,0
got it,1
