UTTERANCE,LABEL
oh okay I have weird shapes an avalanche of shapes going onto the slippery seal and then the seal is trying to get warm and get some towels from the sailboat but the sailboat has a huge bear on it and then yeah I think thats the best I can do,0
perfect you paint pictures with words better than monet paints with paint,1
got it,1
submarine dragon seal swann,0
gotchu,1
alright so this old guy hes just sitting there smoking a pipe on christmas and then hes like you know Im feeling a little hungry so he gets this apple and is like you know what this would be really good and if I just cooked this on top of this grill and wow does this grill look like a bee,0
I got it,1
I have a swan whos friends with a duck whos friends with a sea monster whos friends with a bird thats upside down swimming or swimming flying to the top right corner,0
okay I think I got that,0
they sound friendly,1
ok um I have this archway and this guys like trying to escape on his boat and hes like going through the archway and then but hes being chased by a bowl of rice and chopsticks and to get away he has to go into this mountain that has a secret doorway,0
got it,1
I have a boat with two sales I have a boat with one triangle coming out of it thats directly connected to the boat but then theres two triangles coming out of nowhere and then a seal and then one sailboat like one sail and its a boat,0
okay,0
its about a boat to go down,1
I got it,1
its not five minutes dang it okay have a guy walking his dog regularly I have a guy walking his dog going upwards I have a guy walking down and then the girl I dont know how to describe this girl a girl in a dress,0
ok I think I got it,1
got it,1
I have a sailboat a speedboat a stove and an apple,0
yep yep yep yep,1
I have the long jug the key the tri angle and then the like triangle man,0
good job joe,0
thank you Chelsea,1
I have an upside down hammer or axe I have a house with a tree a seal and an avalanche of shapes,0
yep I got it ,1
you got that all wrong but nice try,0
damp did you get those,0
yes I got those,1
I have an eraser a mountain with a door cut out a christmas tree and a bridge with two doors,0
sounds like three doors are down,1
okay I got the the kitty thats all on its houches and then the a tornado and then the marsupial called a kangaroo and then a weird shape like a dog with a head cut off,0
I got it,0
I got a dog running downwards I got a dog running to the left I got a spaceship and then I got a plane flying downward,0
ok,1
alright I have the squatting camel the backwards looking flamingo the flying bird and then the rubber ducky,0
got it,1
I got the chipmunk I got the weird dog with the triangle as his front foot I got the ram I got the bunny,0
ok,1
I have the big c then theres the boat then theres the jug and then theres the whatever it is,0
got it,1
I got the lady holding the handkerchief I got the guy tipping his hat on one leg I got the upside down guy running to the left with his arm straight out and the person with the triangles for boobs and butt,0
okay is the uh oh ok never mind yeah Im good,1
right I got the unfinished desk the tree the windmill the hammer,0
got it,1
I have the hammer Abraham Lincoln sailboat house boat,0
ok,1
got it,1
I got the speed boat half a christmas tree sailboat and then triangle,0
okay,1
I have upside down raptor I have Natalie Portman I have a flamingo looking backwards on one leg or pelican and then I have rubber duckie,0
yep,1
I got a Natalie Portman Russell Crowe flamingo Larry bird,0
got it,1
I got a vase I got a bong I have rice with chopsticks and then I have a triangle with two doors,0
done zo,1
i have the uh two sailboat three sailboat a house chimney a mountain,0
got it,1
I got Natalie Portman I got a fat raptor I got a pelican and I got a fat Russell Crowe,1
I got the house boot the house with the chimney the mountain and then the triangles,0
got it,1
I got the goat I got the laying down bunny I have the alpaca and then I have the dog with the diamond as the tail,0
got it,1
got it,1
I have dog with diamond for tail I have spaceship flying right I have dog and one foot I have crabs,0
got you,1
got it,1
I have crabs I have upside down raptor I have a hummingbird I have flying bird going up diagonally,0
got you ,1
what are the first two,0
the first one is the arc with two pieces missing then its a triangle with two pieces missing,0
I got it,1
I have a sailboat Abraham Lincoln arrow tree,0
got it,1
got it,1
got it,1
got it,1
got it,1
yeah,1
I got the fox I have the whatever you call that dog that yeah you youll know it the dog until left and then the dog standing on one foot,1
ok I get the teapot the mountain and the step and then the house,0
got it,1
I have the guy running to the right the guy tipping his hat the square body do triangle body did,0
got it,1
got the Russian the windmill the chevron the house,1
I got the flamingo Russell crabs and then a rooster,1
I have arrow crab triangle boat,0
got it,1
I have Eiffel Tower hot soup sailboat cake,0
got it,1
got it,1
I have the woman laying on her back with arms straight up I have a guy running downwards looks like hes wearing a nightgown I got lady in a dress the arms and then I got a person holding a triangle,0
okay,1
all right i got a lady in the dress sky falling down upside down splits and then big arm,0
got it,1
okay,1
square body guy girl in dress reading book and then its the arrowhead,0
got it,1
I have the camel turkey I have the vertical rubber ducky upside down loch ness monster upside down rubber ducky,0
got it,1
alpaca schnauzer rabbit ship,0
got it,1
I have flying bird I have a crab I have flamingo I have raptor,0
got it,1
uh upside down candle triangles houseboat arrows,0
got it,1
lady doing the cha cha person with the long triangle arm lady laying on her back lady with a handkerchief,0
got it,1
I got uh cha cha falling down skirt running up skirt running right,0
got it,1
gotcha,1
say the first three again,0
got it,0
okay I have a sailboat a pot a pipe and an arrow,1
got it,0
I have scissors a sailboat a hat with triangles and the ramp,1
got it,0
ok I didnt I have a pot thats upward I have a pot thats like sideways a hammer and then a boat,1
got it,0
I have a dog I have something that looks like a giraffe in a cage I have a its like a cat with a triangle on its chest and then a dog facing down,0
okay for the second and third one does the does the one kind of look like pluto the dog with like the two like ears and the mouth going towards the right,0
yeah a little bit my speak keeps getting stuck,0
okay got it then mines stuck now too,1
didnt have it okay I have a big flying bird a duck with two feet a crab and then a crow,1
got it,0
I have an upside down apple with a bite out of it parallelogram speedboat right side up apple,1
got it,0
I have a speed boat a weird shape with a square in it a steamboat and a yacht,1
got it,0
ok I have a guy that has his legs spread apart I have a guy in like a race car like a go kart going upward I have a person walking downward and then I have this weird shaped its like a pair of parallelogram off to the left,1
I have a seal a hummingbird a crab a flamingo,0
got it,1
I have a yacht an arrow a sailboat and then a trapezoid,0
got it,1
sailboat iron tugboat birthday cake,0
got it,0
I have a sailboat oh ah no,1
there we go I have an alpaca a chipmunk a loch ness monster and then like a horse with a big tail,0
is the horse with the big tail is it facing down or is it have like a big triangle on his chest,0
um it has a big triange,0
okay so the alpace is facing down and then the chipmunk loch ness and then the big tailed horse that has a triangle on his chest,0
yes,0
got it,1
I have unfinished desk a plant in a pot a tetris shape and then a chevron,0
ohh fancy got it,1
ok I have a loch ness monster chipmunk a um bird or not a bird fish and then Morgan said this kind of looks like Aslan the lion I dont know,0
um I may have to stare at it to get the lion but I think I know what youre talking about,1
I have the lady running down dude kicking the football dude holding a pizza and the dog person,0
got it,1
I have the alpaca the rocket ship going sideways the whale and then the ram,0
got it,1
palm tree boat bridge triangle,0
got it,1
flying bird loch ness monster going down big bird and then crab,0
got it,1
the crab the peacock flying bird raptor,0
can you say that again,0
got it,1
I have the pot the iron the windmill and the seal,0
got it,1
yacht speedboat christmas tree speedboat going down,0
got it,1
pipe upright pipe sideways upside down sailboat half christmas tree,0
can you say that again please,0
yeah a pipe that straight up a pipe that sideways upside down sailboat and a half christmas tree,0
got it,1
bunny whale alpaca fox,0
got it,1
the apple triangle body sailboat ok upside down apple triangle body sailboat rightsided apple,0
got it,1
a feather barn or house shark with a box on its head sailboat,0
got it,1
flamingo chicken with long tail swan a seal,0
did you say flamingo chicken swan seal,0
yeah,0
got it,1
dragon flamingo sparrow flamingo facing forward,0
got it,1
oh shoot ok I have a chicken with the long tail flamingo flying bird rubber duck,0
got it,1
a propeller person a seal torch birthday cake,0
got it,1
crab house boat sailboat eraser,0
got it,1
propeller house upside down tugboat hammer barn,0
got it,1
ok I have the whale the bunny um to me it looks like a hand puppet with a parallelogram going off of it its got like a parallelogram mouth and then a parallelogram like piece of hair coming off I guess the last one kind of looks like a I dont know it kind of looks like an animal going to the left,0
also kind of looks like yoshi,0
yes I would go with that,0
got it,1
crow the chicken the flying bird and then the rooster,0
got it,1
I have the cat the dog the ram and the lion,0
