UTTERANCE,LABEL
get a dancing lady a crouched lady a reading person a triangle body,0
got it,1
cats crow fat crows swan and sea monster,0
got it,1
lets see ive got open mouth laying down  a what is that stingray and then the fish swimming down,0
got it,1
so yeah big guy the biggest guy no woman in a box man and then a guy catching somehting,0
got it ,1
got a sword man upside down man a  woman a crouching man,0
got it,1
a house a hammer a desk and a triangle uh diamond,0
my most squirrel bunny,0
got it,1
what does that I am armadilla a ram a fish and the dog,0
got it,1
its the windmill hammer a feather and a  sideways windmill,0
got it,1
rocket ships sail boat avalanche the other,0
got a rocket ships sail boat avalanche feather,1
got it,1
a hummingbird flamingos loch ness sideways flamingo almost looks like that bird that carries babies,0
lets see I got squirrel bunny kinky tail and the armadillo,0
or the first one you call called dog,0
got it,1
got it,1
forgot that one upside down man running man huge and then another man and then the catching man,0
got it,1
a big sailboat a house a hammer and the iron,0
cake house boat one sale,0
got it,1
okay I got a dog with tail up I got a goat i got a crab and then I have a squirrel,0
the second one sideways the dogs got a square face the goat has a diamond for a face,0
got it,1
got a teapot an iron upside down mountain and then the indian face,0
got it,1
gotta duck I got a crab I gotta uh raptor and then a flamingo,0
got it,1
I got a ram the crab a fish and then a fish with the open mouth,0
yeah ram and then it looks like a crab,0
okay,1
I dont know I think I skipped your turn I guess swan I got a dragon I gotta parachute a duck and then a flying bird,0
got it,1
got a arrow a boat sideways boat and then a cake and then a sailboat,0
got it,1
as the rocket ship sailboat avalanche triangle diamond,0
got it,1
I have arrow a shark a tepee and a house,0
got it,1
I got a duck a crab a dragon and then a bird flying big bird,0
got it,1
I got an apple I got a teepee I gotta sailboat or two boat and then a parallelogram,0
got it ,1
got the ram I got the fish I got a dog in and I got a bigger ram,0
the first one sideways because thats the small one the bigger ones standing straight up,0
got it,1
oh we got a llama got a laying down creature standing creature and a dog,0
to got the arrowhead in the square body the praying guy and the kicking guy,0
got it,1
got a tetris I got the one sailboat the three sailboat and then the home plate,0
got it,1
so I got a dancing lady a crouching wearying person are running guy,0
got it,1
got a skinny vulture a fat vulture a swan and the loch ness ,0
got it,1
open mouth fish laying down fox home plate and then this fish swimming down,0
got it,1
got the biggest guy got the lady got a square body and I got the triangle man,0
lets see diamond man a dog man a woman and a standing man,0
yep triangle man hes running down I got a dog man he looks like he has a tail a woman holding a triangle and then I have a guy just standing sideways,0
can you repeat that,0
Im happy I questioned that got it,1
lets see I got the big guy upside down guy woman pooping guy,0
a house a hammer a table and thenn a triangle diamond,0
you miss the query to I said a house a hammer a table a triangle diamond,0
got it,1
I got a big flying bird a hummingbird a turkey and a crab,1
I see two rams ones to the left and ones to the right but I think the second one to the right has a tail,0
uh oh i think you have different shapes than me somethings wrong because I dont have a bushy tailed creature,0
oh I see it oh wow okay so thats your bottom picture thats weird,1
ok I got fish going down a rocket ship going right I got a cat and then I got a long-headed dog,0
got it,1
okay I got a waiter I got a person praying or on their knees or pregnant woman then I got this sword guy and then I got this split leg guy,0
yeah and then the third guys pizza guy or the sword guy and then the split leg guy for the last one,0
got it,1
got a pipe a cave a slope and half a tree,0
I dont even see how you see a squirrel I got it,1
I got a crab a hummingbird a crow and then the flamingo,0
got it,1
a dragon a flamingo a seal and a rooster,0
I got a dragon a flamingo a seal and a rooster,0
perfect,1
I gots an avalanche a three sail a chevron and a seal,0
got it,1
I got a dog to the right dog on one foot hand puppet and then a dog facing down,0
got it,1
I got a turkey a duck a dragon and a flamingo,0
okay got it,1
I gots uh Abraham Lincoln then a windmill three sail and a houseboat,0
got it,1
I got upside down bird a crow a sideways bird and then the biggest bird last,0
got it,1
I got split legs I gots pizza I gots the woman model and then I gots the triangle walking to the left,0
got it,1
gots a llama a whale a monster and a tornado,0
perfect,1
I gots a dog wo-- going to the right pair of dog on two legs I got a dog going downward and then I got the armadillo,0
the armadillo has the parallelogram that goes to the right,0
can you repeat,0
got it,1
uh laying down fox long headed creature a dog facing down and then the robot dog facing left,0
um I got a fox laying down spotted fox for the first one and then I got the long headed fox or animal going to the left and I have a dog facing downward and then to have a dog with parallelogram tail thats to the left,0
yeah the last ones got its mouth open it has a square snout,0
yeah and it has ears the second one doesnt have any ears,0
got it,1
I gots a shark windmill teepee and a tree,0
got it,1
I got house shark tetris cake,0
got it,1
got speed boat pipe apple and aero,0
hammer alpha tower candle holder boat,0
what was the first one,0
okay I thought so got it,1
apparently I should check the rest of them I got fish I got fox guy I got a rocket and then I got a ram,0
the first one going down the third ones going sideways,0
got it,1
i gets bunny monster fish giraffe,1
got it,1
lets see I got a crow flying flamingo dragon,1
got it,1
flying flamingo oh first ones big flying and then flying again and then raptor,0
got it,1
a dog cat rabbit camel,0
got it,1
this is now okay to say ok man standing stop sign lady uh sword man,0
hes got a big sword coming out of his body looks like but the first ones laying down the second ones got the stuff and the third one is a lady in a dress,0
I see one crab got it,1
palm pipe cliff snowman,0
a palm tree a pipe and a cliff,0
got it,1
big raptor duck rooster,0
got it,1
got a house boat shark tetris,0
pine put pot uh windmill sailboat,1
got it,1
women upside down little triangle upside down long or bigger triangle ones the first the second ones going left the third one going right and a butler,0
got it,1
woman crouching flipping and then kicking,0
woman crouching flipping kicking,0
got it,1
crow upside down sideways crab,0
got it,1
see fox tornado whale dog,1
got it,1
that man triangle man oh I guess shes a woman then triangle man and then butler catching triangle,0
Batman somebody called it just all those random shapes,0
got it,1
the one handstand handkerchief sideways guy with his arm behind them and then the bus,0
hes got one hand down and then the third one got the arms behind it,0
the first ones doing one handstand then theres a handkerchief woman and then a third one sideways going down hill with his art arm behind him and his foot behind them and then the third ones that are last ones the butler,0
can you repeat that Ive blanked,0
triangle diamond bow booth pot,0
got it,1
triangle reading woman crouching,0
yes got her arms up and the last ones praying,0
okay say the first two,0
okay got it,0
got a sideways sailboat I got a footprint I got upside down sailboat and I got a house,0
is the first one sideways,0
ok I dont think I got this but its the best I could do,1
Im surprised I got toot boat I got an upside down sailboat it has two triangles on it I got the propeller and then I got the feather,0
yeah,0
okay got it ,1
Ive got a animal with a kinky tail looks like its going downward I got the fox I got a sea serpent and then I have a big headed creature with its tail sticking straight up,0
got it,1
I have a duck a hummingbird or dragon a crab and then the flamingo,1
ok got that,1
got a swan I got a dragon I got a duck and then I got a flying bird,0
yeah hes got the wider wings like more separated from his body,0
got it ,1
okay I got an arrow got a sailboat the sideways sailboat with tiny sales I got the cake and then I got a huge sailboat,0
correct,0
ok got it,1
got it,1
lets see that crab the dragon and then this ones the big flying bird,0
on my bottom one sideways my second one looks straight up and down,0
okay I was just wondering if I had the right order I knew which ones you were talking about I just didnt know which way they were facing ok then,1
okay I got apple I got a teepee got a boat and then I have the parallelogram,0
triangle and then the boat and then the eraser looking thing,0
okay I got that,1
okay well lets see how the sideways dog I have a fish swimming up I have a dog with its mouth open looks like and then the straight up and down dog hes just normal looking,0
hes got the longest tail and it almost looks like his mouths hanging open,0
got it,1
I get a llama laying down fox standing fox and then the dog,0
got it,1
see I got the arrow head I got the square body I got the person holding the triangle and then I got the guy kicking up,0
I got the first guy hes got a arrow for head this had been guys going to square by no arms the third guy looks like hes looking down holding a triangle and then the last guy is kicking up towards the sky,0
got it ,1
um I got tetris I got uh half a stop sign in the parallelogram and then I have a three sailed boat and then I have a stingray or something,0
the tetris looks like a staircase of the second one is a sideways one sailed boat the third one has three sails on it and the last one is the square looking eel looking thing,0
ok got it,1
I got a lady I got a person with a big mouth that looks like a guy a person holding a triangle and I got a person running up,1
got it,0
its gots a whale a a squirrel a dog and then a prairie dog,0
got it,1
got slope boat snowman bridge,0
got a slope a boat a snowman a bridge,0
got it,1
crab flamingo raptor sea monster,0
snowman vase pine tree boat,0
got it,1
a sailboat and then the speed boat,0
gods arrow three sail two arrow one sailboat,0
last ones that three shaped with the big sail,0
got a duck a crow a swan and a flying bird,0
got it,1
got arrow head hankerchief a waiter and then the person with the arm behind them,0
got it,1
duck swan flamingo flying,0
got it,1
sailboats speed boat snowman triangle,1
got it,1
I got the monster I got a fish and then I got a rocket ship and the dog,0
gotta rubpee i got a b i got a slope and a tree,0
got it,1
gots an avalanche triangle diamond a turtle and the seal,0
got it,1
got arrows I got a house with and then I got a hammer and then I got a house with a tree its got the triangle in it big triangle,0
got it,1
I gots a cave and apple a pipe and a sideways cave,0
got it,1
see I got a crab I got a person on their knees I gota guy triangle and then I got batman,0
batmans all those shapes that you dont know what it is,0
ok one has two legs and one has three,0
okay I think I got it,1
lets see I got a seal an arrow a tree and a avalanche ,1
got it,1
I see hummingbird a vulture and a flamingo,0
ok got it,0
my last one looks like a woman holding a handkerchief,0
whats the whats the third one,0
ok I got it,0
oh its changing in my percents on me how dare she  upside down boat as a speed boat the snowman a triangle,1
for some reason it looks like a llama most call a llama,1
the lochness a fish the  rocket and a dog,0
I got it ok,1
got it,1
avalanche triangle a diamond  a turtle and a seal,0
me I got arrows a house a hammer oh snap this house has a tree,0
the last one,0
got it,1
got it,0
yeah I got it,1
is a big crab somebody on their knees triangle and Batman,0
a rupee and a furry,1
antelope got a big head in a ram a fish with a mouth open and my aunt armadillo,0
well tell me what you got and dont get done,0
does your cat got a pointy um chest,0
ok I got it,1
got a seal an arrow a pine tree in an avalanche,0
got it,1
I got a hummingbird a duck a vulture and a flamingo,0
got it,1
I got a foot a house a windmill on wth,1
got it,1
got fish going up crab ram fish going,1
looks like a sailboat got it,1
a dog fish a bunny and a whale,0
got it,1
stingray serpent bunny fish,0
is the third one look like its catching a triangle,0
but which one has a tail,0
I got it then,1
okay got mountains a rocket ship the house and a stingray or home plate,0
got it,1
sail triangle apple steamboat,0
got,1
I got a vase a pipe apple and a bridge,0
got it let go,0
the one going to the rights the bigger tail,0
got it,1
kicking woman dog man upside down man,1
got it,1
palm tree boat bridge diamond,1
got it,1
raptor turkey crab flying bird,0
got it,1
uh tree sideways boat right side up boat cave,0
got it,1
it must be rearranging them theres no way i missed that lets see ive got a fox a llama a bunny and a tornado,1
got it,1
lets see house boat feather shark,0
got it,1
dragon flamingo a sideways flamingo and raptor,0
the third one,0
got it,1
a windmill seal rocket cake,0
got it,1
house boat hammer windmill,0
a crow rooster raptor flying bird,0
got it,1
got it,1
big guy woman guy running down and then the dancing woman,0
oops not my turn,0
got it,1
got it,1
okay waiter triangle man person on their knees and the woman,0
youll have to describe that a different way,0
okay I had that all out of order thank you,1
lets see Ive got boat an apple slope and a triangle,0
got it,1
got it,1
I got a giraffe a kangaroo a fox and a dog,0
got it,1
the last one upside down,0
yeah going down I meant got it,1
ok big flying bird the turkey the upside down flying bird and the monster,0
got it,1
upside down guy pizza guy a handkerchief woman and the person praying,0
got it,0
got it,1
ok now its letting me okay headless dog one foot dog a bunny and the monster,0
I cant tell the difference what-- the one syllable has two shapes and then the other one has three shapes,0
I got a desk a candle a turtle and a windmill,0
got it,1
rude oh there it goes going a fish going now a dog going down fish going to the right and then the monster,0
got it,1
uh triangle man running up biggest guy in the second and then the guy crouching third and then the square body man walking up is last,0
got it,1
got a bunny a fish a dog and then the shark the sharks the werid triangle shapes,0
got it,1
got the dog man the guy thats kicking backwards the handkerchief the biggest person third and then the person on their knees fourth,0
got it,1
got a boat a pipe an apple and a speedboat,0
duck sea serpent flamingo dragon,0
got it,1
got it,1
got it,1
got triangle body uh waiter right side up upside down waiter and then the person laying on their back pointing up,0
okay got it,1
get tetris sailboat eiffel tower teepee,0
got it,1
monster big crow swan flying bird,0
got it,1
got a kinky tail a fish a giraffe and a cat,1
got it,1
three sail teepee a desk and a house,0
got it,1
raptor duck a peacock and the flying bird,0
got it,1
a fish open mouth fish first one the rocket ship going sideways a fish swimming up and then the ram,0
chevron triangle damond the pot and then the shark,0
your home plate looks like a triangle,0
got it,1
the flying bird rooster crow duck,0
got it,1
a person pointing up person kicking up upside down waiter and then the woman,0
got it,1
oh got long head creature with three legs a llama a fit a bunny and then the fish,0
ok the second ones sitting and looking down right hes upside down,0
uh is it my turn yeah boat pot bridge cat,0
got it,1
uh rooster flamingo seal flying bird,0
k got it,1
I got arrows three sails two sail one sail,0
got it ,1
uh flying bird sparrow flamingo seal,1
got it,0
got it,1
I got a two sail wishing it was a cooler sailboat with triangles and has crabs on the boat,0
got it,1
I watched this speedboat crash into this palm tree which made it go slanting sideways flip all the way upside down,0
I got it ,1
okay is this in this cave there was this apple that somebody threw from off the bridge which made the cave turned sideways,0
okay I think I got it,1
I got an iron a tree a triangle diamond in a windmill,0
okay,1
they get a triangle diamond a candle house in a boat,0
got,1
I got seal a sailboat going to a c and there was tp in the sea which they had a lot of pipes,0
so the crabs last,0
and then the seal,0
I got it,1
got it,1
I get a ram,0
I got a ram d looking to the right and a tornado and then a fish swimming down to the ram looking to the left,0
or for some reason some people call the first one a squirrel,0
got it,1
I got a small boat that crashed into the speed boat which they made a snowman out of triangles,0
got it,1
got a speed boat crashed into a palm tree that wished it with a pine tree which the boat that wished it was a house boat,1
got it ,1
catfish into the sea monster which the ram was sucked up by a tornado,0
I got it,1
guy was catching a nacho and this guy below on almost stepping up to help but the guy caught it just in time and the handkerchief woman car handkerchief before cell but they she didnt catch the poor guy that fell on his back,0
got it,1
there was this sea monster that passed away so he kind of flopped over and the tornado came through and made a kangaroo flop over to,0
get it,1
as flamingo died in the sea serpent swam up and ate it and the swan fall right behind him try and figure out what the sea serpent was gone after a dragon fall behind the swan so looked really amazing,0
oh this ones called k but I think I got it got a dog facing right and then this stand on one foot and then the hand puppet and then its facing down at the end,0
there was this tornado and the sea with this monster in the sea which the sea monster could see that it killed a bonnie and it brought fishes up on the shore,0
got,1
was easy query said the slope which was dropping rupees onto this houseboat on which ran into a sailboat and knocked it over,0
got it,1
had this cave that turned sideways because it fell down a slope in which almost look like a teepee what had a pod in,0
I didnt hear the last two,0
okay got it,1
had this tree have all its least fall down because petrus knocked it down but it didnt knock down the pine tree because it had so many arrows,0
the first one is the candlestick looks like a tree with no leaves and then the tetris and then the pine tree then the arrows,0
I promise to you I dont have a stork,0
I hit done,1
I got a boat a sailboat a shark and sideways sailboat,0
theres no flying bird you mean turtle,0
okay,1
which ones pointing down,0
got it,1
like i got a triangle man a big man the square man then a crouching man,0
I got armadillo laying down animal a ram and then a hand puppet,0
its the one with the sticking out chest hes an armadillo,0
yes,0
got it,1
a crabby a bridge a boat and a speedboat,0
she looked like she praying the last one,0
ok got it,1
got it,1
thats a blimp lets go,1
why does your whale look like a blimp,0
one had a curvy tail that was the whale,0
I got it,1
yeah its a squirrel the second one i forgot has two feet,0
got it,1
waiter tail man triangle pointing man with a arrowhead,0
tail man triangle body and then the arrowhead,0
got it,1
I got tetris eiffel tower sailboat teepee,0
i got a rooster a crow a vulture and a crab,0
okay got one sail a cake a boat and then three sailboat,1
I get a kinky tail laying down fox fish and a giraffe,1
got a giraffe a dog a turtle and a squirrel,1
I got a teepee a table three sail and a house,0
i got a triangle man an arrowhead a kick man and a waiter,0
I was hoping the quieres werent trying to screw me over a turkey vulture flying bird a duck and a raptor,0
candle mountain pine tree seal,0
I got a hammer I got a three sail I got a seal and then an avalanche,1
an arrow its got a shark its triangle diamond and a pot,0
got it,1
got a flying bird a hummingbird a raptor and a flamingo,0
got a waiter sliding man woman kick man,0
ok got it,1
okay got a speed boat a palm tree a scissors oh what is that boat its a different boat,0
got it ,1
upside down monsters sideways monster upside down duck crab,0
got it,1
sea monster ducks one rooster,0
avalanche house shark another house for second ones got a barn next to it,0
second one has a chimney,0
oh no you messed it up good job,1
got it,1
cave stop sign pine half pine and then pine,0
got it,1
we got shark three sail got a pine tree and then i got a chimney,0
last one sideways it has a chimney the third one has a pine tree next to the house,0
got it,1
she got me right even though i got it wrong i got a kangaroo fish a laying down fox and a standing fox,0
fish lying down fox and the standing fox,0
thats the llama standing shark sitting,0
yup,1
the stop sign reading upside down woman,0
yeah hes upside down,0
got it,1
i see we got a pipe or pot a scissors slope sideways cave,1
the i got the blimp or tornado the antelope the fish and then the whale,0
got it,1
cat sail pine rupee,0
got it,1
rabbit kinky tail crab monster,0
it,1
flying monster flamingo dragon,0
got it,1
triangle diamond arrow boat one sail,1
swan serpent crow monster,0
dog llama yep that second third one has no head and then the fish,0
hm,0
see two of my shapes are exactly alike ones sideways and ones standing up,0
ok i got,1
pine bee cave pipe,0
i mean palm,0
got it,1
fish crab fox tail,0
the first one is right side up right,0
got it,0
I got a tornado I got armadillo and the fish and a whale,0
yeah I got it,1
I got a sailboat a bridge a slope in a pipe,0
got it,1
I got a dog a stingray antelope and a fox,0
got it,1
I got a bear armadillo a whale a dog,0
got it,1
guess I waste flamingo a crab with the arrow in the left hand corner the third ones a crab with the arrow and the right hand corner and then the bird flying down,0
got it,1
i got person with the arm behind them a person on a bike person upside down with the arrowhead in person on their knees,0
yeah,0
got a dog I got another dog facing down I got a sea serpent I got a fish,0
got it,0
I got a seal a house a boot and hot soup,0
I got a candle a windmill a three sail and a boat,0
got it,1
got a woman I got a person with triangle body person kicking in the square body,0
i got a guy with his legs spread a batman mask guy crouching in a person in a dress dancin,0
perhaps a way around round legs spread bat man crouching and then the woman,0
got it,1
you hit the done  forever ago a snowman teepee rupee home plate,0
I got a sailboat sideways pot boat upside down sailboat,0
sideways sailboat pot  boat upside down sailboat,0
got it,0
got a rooster I get a raptor I got a sea monster thats upside down the have a sideways or one that is going down,0
got it,1
got a handkerchief a triangle a squatting and a crab,0
got a butler a dancing lady a triangle body and a guy thats sliding on his belly,0
got a butler a woman dancing a triangle body and this guy sliding,0
got it,1
I got a guy laying on his back a handkerchief woman a woman walking and a guy laying on his back with the head in the house head pointing up,0
got it,1
I got a big sail a house a hammer and a seal,0
got hot soup avalanche mountain hoof,0
got it,1
okay I got a seal i got a swan uh upside down flamingo and a raptor,0
okay got it,1
got raptor flying bird duck flamingo,1
got it,1
oh now its my turn okay sideways sailboat a crab the eraser and a boat,0
got it,1
i get,0
I got a whale a bunny a hand puppet and a dog,0
oh I forgot my interruption I got a vulture raptor a flying bird and a rooster,0
I got it right,1
its a prairie dog I got it,1
got me bunny open mouth fish swimming fish and a fox,0
got it,1
dancing lady walkin lady runnin man big man,0
stingray a squirrel a crab and a loch ness monster,0
yeah,0
got it,1
okay I got a triangle a waiter uh praying and a dress,0
got it,1
I got a triangle got an apple I got a boat and a slope,0
got it,1
a boat racer bridge apple,0
ok triangle foot up upside down down,0
got it,1
I got a giraffe a dog a kangaroo and a fox,0
got it,1
sailboat pipe triangle apple,1
got it,1
turkey vultures sea monster upside down and flying up,0
got it,1
upside down sword man praying and then the a handkerchief,0
yep,0
k boat pyramid bridge sailboat,0
got it,1
I got a house I got a boat one sail and then upside down with that thing called windmill and then the sailboat,0
I was laughing at the lobster I thought it was a crab a racer a pot a triangle and the sideways racer what the first one looks more like a box I guess,0
last one looks like a rupee,0
the first one pointing to the left the last one point to the right,0
a pot and a triangle,0
got it,1
one sail Russian oh snap well second ones sideways in the Russian right up and then a house,0
got it,0
crow dragon flamingo flying,0
got,1
flying crabs vulture raptor,0
I think thats the last one,0
yeah where you been,0
flying crab vulture raptor,0
its a turkey vulture you want me to call it a camel,0
ok turkey it is,1
got it,1
house bass boat upside down boat sail Im go sail that boat,1
got it,1
flying big bird flying bird flamingo dragon,0
cave apple bridge cave,0
got it,1
ram dog bunny prairie dogs squirrel,0
iron tree fish windmill,0
got it,1
fish rocket houseboat,1
laying down bunny la monster dog,0
got it,1
big monster seal crab,0
crab turkey dragon flying,0
squirrels got two feet,0
ok got it,1
fish fish fish fish,0
Im just kidding down sideways dog cat,0
got it,1
got waiter prayer upside down sword,0
got it,1
pipes saw cave slope,0
got it,0
dragon crow flamingo crab,0
waiter running man handkerchief barrel head,0
monster sideways tornado kangaroo,1
flamingo monsters swan dragon,0
flamingo monster seal uh swan dragon,0
a tornado monster rabbit fish,0
turkey dragon duck flamingo,1
got it,1
three sail um windmill pot,0
got it,1
big crow upside down sideways,0
got it,1
pizza woman long legs triangle man,0
desk candle sailboat house,0
got it,1
houseboat home plate pot,0
yeah I just realized that the house too but yeah,0
crab swan big dragon,0
dog long head laying down dog,0
last ones facing down,0
the first ones right up lot the second ones got the longest head,0
thats the third one and the last one a dog pointing downward,0
whoa okay got it,1
shark teepee tree windmill,0
shark teepee tree windmill,0
got it,0
I got seals I got candlesticks I got boat and then I got a house,0
what do you mean you think youve got it,0
okay then Ill redo it I got a seal I got a candlestick I got a house or boat and then a house,0
I think I got that,1
it like I did it a skinny crow flamingo seal and then a sideways seal going downward,0
ok got it,1
get a crow a flamingo a duck and a sideways flamingo looking behind its back,0
got it,1
giraffes tornado turtle monster,0
I had to repeat that,0
okay got it,0
no I dont got it I dont know which one is a turkey,0
okay then the hummingbird then the raptor then the flamingo,0
at least I asked I got fish a dog a rocket ship going sideways and then a ram,0
the two sails first,0
the sea serpent the flamingo and then the flamingo looking behind it and then the seal,0
got it,1
got a nacho dance upside down ship a hot soup sideways and the right side up soup,0
got it,1
got a camel a bunny a fish and a monster,0
that duck a raptor a flamingo and a crab,0
got it,1
got a dog a decapitated dog cat and then animal on two legs,0
got it,1
gets a got a big raptor a bird flying up a dragon and upside down raptor,0
got it,1
got  a cat a triangle a speedboat and palm tree,0
I got it,1
I got sit down flamingo a hummingbird a sea serpent an upside down flying bird,0
got it,1
I got a crow a flamingo a crab and a seal,0
yeah,0
got it,1
got a camel I got a dog with square snout I got a dog with was tail straight up open mouth and then a fish swimming down,0
got it ,1
got a speed boat a bridge houseboat and  a palm tree,0
I get it,1
arrows got an avalanche I got caught in a bowl of soup arrows avalanche pot and then soup,0
l got it,1
got fish a ram a camel and a cat,0
got it,1
apple house boat type pipe and then another bridge,0
got it,1
I got a rooster a dragon a swan or a duck,0
got it,1
bunny  chipmunk on camel and a cat,0
got it,1
got a dog a camel a shark and then it looks like a electric dog,0
so I got a dog facing down and then the camel and then the shark and then I forget what those dogs are called like that like furby dogs,0
the last one does has one triangle for a front foot,0
lets see I got a hill I got an eraser a pipe and I got a bridge,0
i got a hummingbird i got a a flamingo i dont want the most like a shark and then the crab,0
yeah the sharks got like a hammerhead shark its weird,1
I got it,1
okay so I got this guy with a long arm and I got the crab I got a guy running uphill and the guy upside down,0
was first one a bunny,0
okay got it,0
I think it was waiting on the query,0
