UTTERANCE,LABEL
I have a dog I have something that looks like a giraffe in a cage I have a its like a cat with a triangle on its chest and then a dog facing down,0
okay for the second and third one does the does the one kind of look like pluto the dog with like the two like ears and the mouth going towards the right,0
yeah a little bit my speak keeps getting stuck,0
okay got it then mines stuck now too,1
didnt have it okay I have a big flying bird a duck with two feet a crab and then a crow,0
got it,1
I have an upside down apple with a bite out of it parallelogram speedboat right side up apple,0
got it,1
I have a speed boat a weird shape with a square in it a steamboat and a yacht,0
got it,1
ok I have a guy that has his legs spread apart I have a guy in like a race car like a go kart going upward I have a person walking downward and then I have this weird shaped its like a pair of parallelogram off to the left,1
I have a seal a hummingbird a crab a flamingo,0
got it,1
I have a yacht an arrow a sailboat and then a trapezoid,0
got it,1
sailboat iron tugboat birthday cake,0
got it,0
I have a sailboat oh ah no,1
there we go I have an alpaca a chipmunk a loch ness monster and then like a horse with a big tail,0
is the horse with the big tail is it facing down or is it have like a big triangle on his chest,0
um it has a big triange,0
okay so the alpace is facing down and then the chipmunk loch ness and then the big tailed horse that has a triangle on his chest,0
yes,0
got it,1
I have unfinished desk a plant in a pot a tetris shape and then a chevron,0
ohh fancy got it,1
ok I have a loch ness monster chipmunk a um bird or not a bird fish and then Morgan said this kind of looks like Aslan the lion I dont know,0
um I may have to stare at it to get the lion but I think I know what youre talking about,1
I have the lady running down dude kicking the football dude holding a pizza and the dog person,0
got it,1
I have the alpaca the rocket ship going sideways the whale and then the ram,0
got it,1
palm tree boat bridge triangle,0
got it,1
flying bird loch ness monster going down big bird and then crab,0
got it,1
the crab the peacock flying bird raptor,0
can you say that again,0
got it,1
I have the pot the iron the windmill and the seal,0
got it,1
yacht speedboat christmas tree speedboat going down,0
got it,1
pipe upright pipe sideways upside down sailboat half christmas tree,0
can you say that again please,0
yeah a pipe that straight up a pipe that sideways upside down sailboat and a half christmas tree,0
got it,1
bunny whale alpaca fox,0
got it,1
the apple triangle body sailboat ok upside down apple triangle body sailboat rightsided apple,0
got it,1
a feather barn or house shark with a box on its head sailboat,0
got it,1
flamingo chicken with long tail swan a seal,0
did you say flamingo chicken swan seal,0
yeah,0
got it,1
dragon flamingo sparrow flamingo facing forward,0
got it,1
oh shoot ok I have a chicken with the long tail flamingo flying bird rubber duck,0
got it,1
a propeller person a seal torch birthday cake,0
got it,1
crab house boat sailboat eraser,0
got it,1
propeller house upside down tugboat hammer barn,0
got it,1
ok I have the whale the bunny um to me it looks like a hand puppet with a parallelogram going off of it its got like a parallelogram mouth and then a parallelogram like piece of hair coming off I guess the last one kind of looks like a I dont know it kind of looks like an animal going to the left,0
also kind of looks like yoshi,0
yes I would go with that,0
got it,1
crow the chicken the flying bird and then the rooster,0
got it,1
I have the cat the dog the ram and the lion,0
